Title;Price;Stock;Category;Cover;UPC;Product Type;Price (excl. tax);Price (incl. tax);Tax;Availability;Number of reviews
Bossypants;49.46;16;Default;http://books.toscrape.com/media/cache/94/34/943490007d42c0bc066efc899dafa472.jpg;74baabfc8fd84b38;Books;49.46;49.46;0.00;In stock (16 available);0
Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions));37.92;16;Sequential Art;http://books.toscrape.com/media/cache/9d/1d/9d1d68362670066b155936e37d61bc5b.jpg;bdf415fd484ea8a7;Books;37.92;37.92;0.00;In stock (16 available);0
Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3);28.09;16;Fantasy;http://books.toscrape.com/media/cache/9f/25/9f25ffe4229a32d1368b3dfe248c3343.jpg;6d5300b2d8f37e07;Books;28.09;28.09;0.00;In stock (16 available);0
Algorithms to Live By: The Computer Science of Human Decisions;30.81;16;Nonfiction;http://books.toscrape.com/media/cache/28/ea/28ea530a8b7955e422df64beaed7871a.jpg;38d45839cb1c83c1;Books;30.81;30.81;0.00;In stock (16 available);0
A World of Flavor: Your Gluten Free Passport;42.95;16;Default;http://books.toscrape.com/media/cache/0a/6a/0a6a53a8d37584a7906d2d5a0032f9c1.jpg;70ed59f194b3c556;Books;42.95;42.95;0.00;In stock (16 available);0
A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations;56.76;16;Default;http://books.toscrape.com/media/cache/09/6d/096df83de35d408278fdc9108d930b5f.jpg;8a380641491d43ed;Books;56.76;56.76;0.00;In stock (16 available);0
A Murder in Time;16.64;16;Mystery;http://books.toscrape.com/media/cache/cc/bd/ccbd7a62caefd5a3a2e04dd7c2ff48fe.jpg;f733e8c19d40ec2e;Books;16.64;16.64;0.00;In stock (16 available);0
A Flight of Arrows (The Pathfinders #2);55.53;16;Historical Fiction;http://books.toscrape.com/media/cache/ec/65/ec651ed66822d4b68938afa645b1ece2.jpg;3a6fb983e2554023;Books;55.53;55.53;0.00;In stock (16 available);0
A Fierce and Subtle Poison;28.13;16;Young Adult;http://books.toscrape.com/media/cache/ac/b6/acb65d6d11263ba98b0191b544f6c728.jpg;842790dfaa937484;Books;28.13;28.13;0.00;In stock (16 available);0
A Court of Thorns and Roses (A Court of Thorns and Roses #1);52.37;16;Fantasy;http://books.toscrape.com/media/cache/0a/78/0a78f89fc2dc78b700b494c3510e8920.jpg;01d2001ac1e6f8a3;Books;52.37;52.37;0.00;In stock (16 available);0
(Un)Qualified: How God Uses Broken People to Do Big Things;54.00;16;Christian;http://books.toscrape.com/media/cache/e4/f8/e4f8c1c5954e09cb6c485d9db824eeb1.jpg;e4ac92d89b946781;Books;54.00;54.00;0.00;In stock (16 available);0
You Are What You Love: The Spiritual Power of Habit;21.87;15;Religion;http://books.toscrape.com/media/cache/52/9b/529bf0d806ae2ab02bf23da4326b24c3.jpg;796c87ddbbaaf8c5;Books;21.87;21.87;0.00;In stock (15 available);0
William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4);43.30;15;Science Fiction;http://books.toscrape.com/media/cache/02/7a/027a1f131d94c38f9e785f5d85a109c7.jpg;9270575728a13a61;Books;43.30;43.30;0.00;In stock (15 available);0
Tuesday Nights in 1980;21.04;15;Fiction;http://books.toscrape.com/media/cache/a3/ad/a3ade5edecde67449329c1ebb016c049.jpg;b8736690cf263a3c;Books;21.04;21.04;0.00;In stock (15 available);0
Tracing Numbers on a Train;41.60;15;Default;http://books.toscrape.com/media/cache/0a/05/0a0514153dac092aac76b097b495f908.jpg;d7d6d50c1e3d0b81;Books;41.60;41.60;0.00;In stock (15 available);0
Throne of Glass (Throne of Glass #1);35.07;15;Fantasy;http://books.toscrape.com/media/cache/4e/8d/4e8d87d1cb5e876ddb50599a1d1b656e.jpg;590a9cccf7db9f7d;Books;35.07;35.07;0.00;In stock (15 available);0
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History;59.64;15;History;http://books.toscrape.com/media/cache/77/79/777988a85de2269905bd8c2070a3cf58.jpg;de3f25248ba0789f;Books;59.64;59.64;0.00;In stock (15 available);0
Thirteen Reasons Why;52.72;15;Default;http://books.toscrape.com/media/cache/6d/7b/6d7b69b4edcdf5b6b075d6fa53bf74bc.jpg;bc2a85fd35fdc7bd;Books;52.72;52.72;0.00;In stock (15 available);0
The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ;58.08;15;Childrens;http://books.toscrape.com/media/cache/49/0e/490e049133ee9f398e6a70f25c12e308.jpg;37c0cb19713d8dda;Books;58.08;58.08;0.00;In stock (15 available);0
The Wedding Dress;24.12;15;Romance;http://books.toscrape.com/media/cache/29/3b/293bd9cd6fe1f8c82d1688aefe6cc5f7.jpg;623e1a180426039b;Books;24.12;24.12;0.00;In stock (15 available);0
The Vacationers;42.15;15;Fiction;http://books.toscrape.com/media/cache/34/c9/34c988a76c3cd7c04566d3030d8e7331.jpg;fd3a622648667296;Books;42.15;42.15;0.00;In stock (15 available);0
The Third Wave: An Entrepreneurâs Vision of the Future;12.61;15;Business;http://books.toscrape.com/media/cache/0f/76/0f76b00ea914ced1822d8ac3480c485f.jpg;3bebf34ee9330cbd;Books;12.61;12.61;0.00;In stock (15 available);0
The Stranger;17.44;15;Philosophy;http://books.toscrape.com/media/cache/c8/1a/c81aea97de1daaa0081d96f8564c204c.jpg;f5a92cff83897d48;Books;17.44;17.44;0.00;In stock (15 available);0
The Shadow Hero (The Shadow Hero);33.14;15;Sequential Art;http://books.toscrape.com/media/cache/c3/d2/c3d2356443efca9bcad78eba8d249fc1.jpg;d6361d16212664ed;Books;33.14;33.14;0.00;In stock (15 available);0
The Secret (The Secret #1);27.37;15;Default;http://books.toscrape.com/media/cache/d3/70/d37038f81b8ad0342346951271c31e58.jpg;961f18db4f138211;Books;27.37;27.37;0.00;In stock (15 available);0
The Regional Office Is Under Attack!;51.36;15;Fiction;http://books.toscrape.com/media/cache/d4/73/d473f01f077b91ce04e345305a3fa217.jpg;0651062381f0636a;Books;51.36;51.36;0.00;In stock (15 available);0
The Psychopath Test: A Journey Through the Madness Industry;36.00;15;Default;http://books.toscrape.com/media/cache/dd/63/dd637b4e7cb403932e6a29397d877e4e.jpg;e98a4efa85070c2f;Books;36.00;36.00;0.00;In stock (15 available);0
The Project;10.65;15;Science Fiction;http://books.toscrape.com/media/cache/4c/57/4c57c192057269132623f9c6b3f69559.jpg;790ef197c8f236f5;Books;10.65;10.65;0.00;In stock (15 available);0
The Power of Now: A Guide to Spiritual Enlightenment;43.54;15;Nonfiction;http://books.toscrape.com/media/cache/13/2a/132a17f55f0048a2f2df748c9f5ce4e4.jpg;8ec14b1576cb7cb5;Books;43.54;43.54;0.00;In stock (15 available);0
The Omnivore's Dilemma: A Natural History of Four Meals;38.21;15;Nonfiction;http://books.toscrape.com/media/cache/3d/9d/3d9d46815a4be5e5e6f5e641d8268961.jpg;209adad1015af86f;Books;38.21;38.21;0.00;In stock (15 available);0
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us;37.34;15;Food and Drink;http://books.toscrape.com/media/cache/41/57/4157492623f9552e3efdc858a19968f3.jpg;e4c7f3487d17fd42;Books;37.34;37.34;0.00;In stock (15 available);0
The Murder of Roger Ackroyd (Hercule Poirot #4);44.10;15;Mystery;http://books.toscrape.com/media/cache/86/38/8638ba095b3b32e0abdef170e7bc4fd6.jpg;c7b5183f4d1d4efe;Books;44.10;44.10;0.00;In stock (15 available);0
The Mistake (Off-Campus #2);43.29;15;New Adult;http://books.toscrape.com/media/cache/95/49/9549db6862283a388659611bda63b97b.jpg;99ff4cc6491e8f5c;Books;43.29;43.29;0.00;In stock (15 available);0
The Matchmaker's Playbook (Wingmen Inc. #1);55.85;15;New Adult;http://books.toscrape.com/media/cache/e9/e3/e9e3736effeb4982324dd0e4e64b2e81.jpg;08db62f24627e71f;Books;55.85;55.85;0.00;In stock (15 available);0
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking;37.60;15;Food and Drink;http://books.toscrape.com/media/cache/88/e7/88e70e44632c3ca306191007bc723806.jpg;e28e330cbdf01126;Books;37.60;37.60;0.00;In stock (15 available);0
The Long Shadow of Small Ghosts: Murder and Memory in an American City;10.97;15;Crime;http://books.toscrape.com/media/cache/2b/50/2b50fa031b2411a94bc68de0bbdd96fb.jpg;abeafe151a587d3b;Books;10.97;10.97;0.00;In stock (15 available);0
The Kite Runner;41.82;15;Default;http://books.toscrape.com/media/cache/65/1e/651e956a041bf4b91bfba1374f0f91e7.jpg;eac1a180047ad54e;Books;41.82;41.82;0.00;In stock (15 available);0
The House by the Lake;36.95;15;Historical Fiction;http://books.toscrape.com/media/cache/46/a2/46a2c968bfccf1979cc5576085eec6dd.jpg;9287e238d7c3b06e;Books;36.95;36.95;0.00;In stock (15 available);0
The Glittering Court (The Glittering Court #1);44.28;15;Fantasy;http://books.toscrape.com/media/cache/2f/21/2f21c9ffd0962092ce337ecd1b338f5b.jpg;2dbb7ec08cdd7f3c;Books;44.28;44.28;0.00;In stock (15 available);0
The Girl on the Train;55.02;15;Default;http://books.toscrape.com/media/cache/19/ed/19ed2156391eebbcd757a0d9f6d5860c.jpg;e956d67c9bcc5809;Books;55.02;55.02;0.00;In stock (15 available);0
The Genius of Birds;17.24;15;Nonfiction;http://books.toscrape.com/media/cache/2e/52/2e52982210cbc8dffe414cab72b52e38.jpg;42d0d7c92b75fc1c;Books;17.24;17.24;0.00;In stock (15 available);0
The Emerald Mystery;23.15;15;Default;http://books.toscrape.com/media/cache/bc/1f/bc1f79af87032748b75d12079f51c031.jpg;d6670dfe3e7b42bd;Books;23.15;23.15;0.00;In stock (15 available);0
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First;41.25;15;Food and Drink;http://books.toscrape.com/media/cache/81/37/81374b88e925ba998c4049abcf805196.jpg;96a38e7c813d8f1d;Books;41.25;41.25;0.00;In stock (15 available);0
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.;32.00;15;Default;http://books.toscrape.com/media/cache/39/c7/39c7bebcde5d9643ede71ac8ee87ee69.jpg;efc3768127714ec3;Books;32.00;32.00;0.00;In stock (15 available);0
The Artist's Way: A Spiritual Path to Higher Creativity;38.49;15;Nonfiction;http://books.toscrape.com/media/cache/3b/41/3b414b6d0340a0cbbd05be0942ddaada.jpg;dd047728de72ad62;Books;38.49;38.49;0.00;In stock (15 available);0
The Art of War;33.34;15;Default;http://books.toscrape.com/media/cache/61/1b/611b527ab7ecef530e3040c85f6602c3.jpg;e7469e22b5bfb3e7;Books;33.34;33.34;0.00;In stock (15 available);0
The Argonauts;10.93;15;Autobiography;http://books.toscrape.com/media/cache/22/d0/22d01c710471f94dabfa41083fa3cf4e.jpg;c99761a700ade23f;Books;10.93;10.93;0.00;In stock (15 available);0
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job;27.55;15;Business;http://books.toscrape.com/media/cache/50/4b/504b1891508614ff9393563f69d66c95.jpg;56e4f9eab2e8e674;Books;27.55;27.55;0.00;In stock (15 available);0
Suddenly in Love (Lake Haven #1);55.99;15;Romance;http://books.toscrape.com/media/cache/58/bb/58bb81b052b6ad90adcd57e95da99a50.jpg;203b7f94b7d6115f;Books;55.99;55.99;0.00;In stock (15 available);0
Something More Than This;16.24;15;Romance;http://books.toscrape.com/media/cache/b8/f9/b8f9e0169c3811f9ed145c3824208de6.jpg;ca71e72655bece85;Books;16.24;16.24;0.00;In stock (15 available);0
Soft Apocalypse;26.12;15;Science Fiction;http://books.toscrape.com/media/cache/61/ca/61ca5ab6bc514b9527af9f805fa03c31.jpg;2a70769cdc6eb8b8;Books;26.12;26.12;0.00;In stock (15 available);0
So You've Been Publicly Shamed;12.23;15;Nonfiction;http://books.toscrape.com/media/cache/9d/15/9d150a1d5832bb9e3b82bbc1541912d6.jpg;1b33663ad7b95fd8;Books;12.23;12.23;0.00;In stock (15 available);0
Shoe Dog: A Memoir by the Creator of NIKE;23.99;15;Business;http://books.toscrape.com/media/cache/fc/21/fc21d144c7289e5b1cb133e01a925126.jpg;0e0dcc3339602b28;Books;23.99;23.99;0.00;In stock (15 available);0
Shobu Samurai, Project Aryoku (#3);29.06;15;Add a comment;http://books.toscrape.com/media/cache/f3/7f/f37f3173a97baeac6b6421c54a6df7b5.jpg;0c27e6c3744fc14b;Books;29.06;29.06;0.00;In stock (15 available);0
Secrets and Lace (Fatal Hearts #1);20.27;15;Default;http://books.toscrape.com/media/cache/04/9d/049dafcbbc11bb61bb94e8b16f343936.jpg;ad04ad9fc179fc5d;Books;20.27;20.27;0.00;In stock (15 available);0
Scarlett Epstein Hates It Here;43.55;15;Young Adult;http://books.toscrape.com/media/cache/7e/ba/7eba21a2ecaa4651e44f04a7cd808520.jpg;1c929cfd16b71907;Books;43.55;43.55;0.00;In stock (15 available);0
Romero and Juliet: A Tragic Tale of Love and Zombies;36.94;15;Default;http://books.toscrape.com/media/cache/21/bc/21bc2104d32569a0dbbb81923480d749.jpg;e656e280bc8edd56;Books;36.94;36.94;0.00;In stock (15 available);0
Redeeming Love;20.47;15;Christian Fiction;http://books.toscrape.com/media/cache/c9/74/c974d74fa0bd1735c6ae172d40b1c077.jpg;b53db2271c9624f7;Books;20.47;20.47;0.00;In stock (15 available);0
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form;41.06;15;Default;http://books.toscrape.com/media/cache/a4/10/a4108800f6337c5aa13b104b252d52b8.jpg;d9c643fa1fc57bdb;Books;41.06;41.06;0.00;In stock (15 available);0
Poems That Make Grown Women Cry;14.19;15;Poetry;http://books.toscrape.com/media/cache/18/ac/18ac3f16b10a5fc47e603d93335e3f24.jpg;31001a1210623bd4;Books;14.19;14.19;0.00;In stock (15 available);0
Nightingale, Sing;38.28;15;Young Adult;http://books.toscrape.com/media/cache/97/e6/97e65c8381cc80ba1107c3ce81c4878d.jpg;50b8f80311b31ede;Books;38.28;38.28;0.00;In stock (15 available);0
Night Sky with Exit Wounds;41.05;15;Poetry;http://books.toscrape.com/media/cache/ff/48/ff48b0696fb97b7f7b5c6d15e372cb70.jpg;cfeb1e1e0e695b58;Books;41.05;41.05;0.00;In stock (15 available);0
Mrs. Houdini;30.25;15;Historical Fiction;http://books.toscrape.com/media/cache/b4/45/b445dbc81ca3aff1321a6bf0d0fa231d.jpg;a40723994f715420;Books;30.25;30.25;0.00;In stock (15 available);0
Modern Romance;28.26;15;Add a comment;http://books.toscrape.com/media/cache/78/cb/78cb28a3e8804131e8e0c3f7b8deb2fc.jpg;caf4fe9311f1dc59;Books;28.26;28.26;0.00;In stock (15 available);0
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1);10.76;15;Default;http://books.toscrape.com/media/cache/1d/ae/1dae4577eb25fcec3f88e4cbb3fc726a.jpg;af96613fdd793a3c;Books;10.76;10.76;0.00;In stock (15 available);0
Louisa: The Extraordinary Life of Mrs. Adams;16.85;15;Biography;http://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg;d69dd8dac66f9f84;Books;16.85;16.85;0.00;In stock (15 available);0
Little Red;13.47;15;Childrens;http://books.toscrape.com/media/cache/63/6b/636b836f5c3d67b9cda1948f5ca08694.jpg;4aa03792b50f0b22;Books;13.47;13.47;0.00;In stock (15 available);0
Library of Souls (Miss Peregrineâs Peculiar Children #3);48.56;15;Young Adult;http://books.toscrape.com/media/cache/79/7a/797a5468a7d06aba28d1cc7342b1f2ba.jpg;ba54932df84e8cea;Books;48.56;48.56;0.00;In stock (15 available);0
Large Print Heart of the Pride;19.15;15;Default;http://books.toscrape.com/media/cache/59/55/5955e9e333301e3eeb3b9575c2ad3659.jpg;c1afd71fc86bf682;Books;19.15;19.15;0.00;In stock (15 available);0
I Had a Nice Time And Other Lies...: How to find love & sh*t like that;57.36;15;Womens Fiction;http://books.toscrape.com/media/cache/60/e9/60e9df360fec611b15a1bbb4c28aad22.jpg;fd8585283fc7d2d7;Books;57.36;57.36;0.00;In stock (15 available);0
Hollow City (Miss Peregrineâs Peculiar Children #2);42.98;15;Fantasy;http://books.toscrape.com/media/cache/4c/fd/4cfd83a011f60d38b140642a441ce01a.jpg;4ce91d31c1e57c33;Books;42.98;42.98;0.00;In stock (15 available);0
Grumbles;22.16;15;Default;http://books.toscrape.com/media/cache/20/78/207840aea0c8e2be66d998b80c6a59d3.jpg;d163dd6c352fbcd2;Books;22.16;22.16;0.00;In stock (15 available);0
Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond;49.43;15;Travel;http://books.toscrape.com/media/cache/fe/8a/fe8af6ceec7718986380c0fde9b3b34f.jpg;ce60436f52c5ee68;Books;49.43;49.43;0.00;In stock (15 available);0
Frostbite (Vampire Academy #2);29.99;15;Young Adult;http://books.toscrape.com/media/cache/2a/2d/2a2d6ebcedeb7249a2a85fd1fbfd06e1.jpg;116a2fdc9a45bab0;Books;29.99;29.99;0.00;In stock (15 available);0
Follow You Home;21.36;15;Horror;http://books.toscrape.com/media/cache/bb/c0/bbc0bdad3ad7f390017ea66bb7019579.jpg;8585760646e3aa2a;Books;21.36;21.36;0.00;In stock (15 available);0
First Steps for New Christians (Print Edition);29.00;15;Default;http://books.toscrape.com/media/cache/c6/50/c650e687398b368f4a16276f6d00144b.jpg;2f88b08bf0a0e367;Books;29.00;29.00;0.00;In stock (15 available);0
Finders Keepers (Bill Hodges Trilogy #2);53.53;15;Fiction;http://books.toscrape.com/media/cache/76/80/76804e1881b630a110794fef5aad02cf.jpg;edb3097e71330040;Books;53.53;53.53;0.00;In stock (15 available);0
Fables, Vol. 1: Legends in Exile (Fables #1);41.62;15;Sequential Art;http://books.toscrape.com/media/cache/51/e4/51e472da0b7be65921345af6d4ca9e51.jpg;65d034adf80834b7;Books;41.62;41.62;0.00;In stock (15 available);0
Eureka Trivia 6.0;54.59;15;Default;http://books.toscrape.com/media/cache/e8/21/e821a2e8fe4431eb895e9d46fe68c32e.jpg;29c0025455f8c585;Books;54.59;54.59;0.00;In stock (15 available);0
Drive: The Surprising Truth About What Motivates Us;34.95;15;Default;http://books.toscrape.com/media/cache/e9/48/e948a672efe721b408c8dd1f1f3ec529.jpg;6ffb36aaeff1c81e;Books;34.95;34.95;0.00;In stock (15 available);0
Done Rubbed Out (Reightman & Bailey #1);37.72;15;Default;http://books.toscrape.com/media/cache/4e/af/4eaf0482e122cf9100b0fff61ea3441a.jpg;f6d967cdadc6fbd9;Books;37.72;37.72;0.00;In stock (15 available);0
Doing It Over (Most Likely To #1);35.61;15;Romance;http://books.toscrape.com/media/cache/4b/91/4b91460323973e9e140626d00474d74c.jpg;3a11bb962ff45b78;Books;35.61;35.61;0.00;In stock (15 available);0
Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals;42.16;15;Food and Drink;http://books.toscrape.com/media/cache/38/c3/38c342d52a30a8eb38b34668e9777222.jpg;46c1530d7546ea6d;Books;42.16;42.16;0.00;In stock (15 available);0
Dark Notes;19.19;15;Erotica;http://books.toscrape.com/media/cache/1c/88/1c8807c42be085f3b061fe63f62a3c39.jpg;88c21fcd38e2486e;Books;19.19;19.19;0.00;In stock (15 available);0
Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead;19.43;15;Nonfiction;http://books.toscrape.com/media/cache/38/ea/38ea04e1e16ebef78fd2595771fe2287.jpg;3b9a3b4624b7fd6d;Books;19.43;19.43;0.00;In stock (15 available);0
Close to You;49.46;15;Christian Fiction;http://books.toscrape.com/media/cache/94/f4/94f4405dae04559ecdd92e62486623e3.jpg;a57b1dcbd6849222;Books;49.46;49.46;0.00;In stock (15 available);0
Chasing Heaven: What Dying Taught Me About Living;37.80;15;Spirituality;http://books.toscrape.com/media/cache/87/cd/87cd2aa5c4e38244ffcb17b84b0f6efd.jpg;513271dadc1322ae;Books;37.80;37.80;0.00;In stock (15 available);0
Big Magic: Creative Living Beyond Fear;30.80;15;Nonfiction;http://books.toscrape.com/media/cache/78/a6/78a64cdef1ea38f3ddcc77f5e3fac5fd.jpg;1f329c2e7d7de8bd;Books;30.80;30.80;0.00;In stock (15 available);0
Becoming Wise: An Inquiry into the Mystery and Art of Living;27.43;15;Nonfiction;http://books.toscrape.com/media/cache/33/65/3365a493bba6856798437c3e341a1e5d.jpg;919e7cb2269a25d2;Books;27.43;27.43;0.00;In stock (15 available);0
Beauty Restored (Riley Family Legacy Novellas #3);11.11;15;Default;http://books.toscrape.com/media/cache/68/e8/68e81c5a221dcd71516b5711641f83ed.jpg;3f69e667a67e54d9;Books;11.11;11.11;0.00;In stock (15 available);0
Batman: The Long Halloween (Batman);36.50;15;Sequential Art;http://books.toscrape.com/media/cache/26/a6/26a6c3227af69348c542bc4e094279a4.jpg;7edc0527cf782e19;Books;36.50;36.50;0.00;In stock (15 available);0
Batman: The Dark Knight Returns (Batman);15.38;15;Sequential Art;http://books.toscrape.com/media/cache/1e/38/1e381319aaf7cf69c27a5171520d53fe.jpg;47271d8e08b5d31c;Books;15.38;15.38;0.00;In stock (15 available);0
Ayumi's Violin;15.48;15;Default;http://books.toscrape.com/media/cache/43/78/4378757ed2632f2473e7455ae9717820.jpg;05f7c6d9a4e582d3;Books;15.48;15.48;0.00;In stock (15 available);0
Anonymous;46.82;15;Default;http://books.toscrape.com/media/cache/31/07/31070621fa42e300a9aab403293bad92.jpg;d24b829be2ca81c4;Books;46.82;46.82;0.00;In stock (15 available);0
Amy Meets the Saints and Sages;18.46;15;Default;http://books.toscrape.com/media/cache/c3/6f/c36fd57aa9fc55ab3ea56b6e08b59c8d.jpg;7ebfa6c1bee69e1e;Books;18.46;18.46;0.00;In stock (15 available);0
